id,Geographic Area Name,Total_Population_18plus,Less than high school graduate,High school graduate,Some college or associate's degree,Bachelor's degree or higher,zcta
8600000US95228,ZCTA5 95228,3719,380,1060,1582,697,95228
8600000US95230,ZCTA5 95230,524,101,201,169,53,95230
8600000US95231,ZCTA5 95231,4335,1838,1426,825,246,95231
8600000US95232,ZCTA5 95232,161,0,42,53,66,95232
8600000US95233,ZCTA5 95233,427,13,132,197,85,95233
8600000US95234,ZCTA5 95234,0,0,0,0,0,95234
8600000US95236,ZCTA5 95236,3270,434,1048,1273,515,95236
8600000US95237,ZCTA5 95237,2544,459,715,967,403,95237
8600000US95240,ZCTA5 95240,34815,8456,9921,11481,4957,95240
8600000US95242,ZCTA5 95242,20130,1936,5664,7735,4795,95242
8600000US95245,ZCTA5 95245,1534,142,475,618,299,95245
8600000US95246,ZCTA5 95246,1118,102,266,449,301,95246
8600000US95247,ZCTA5 95247,3328,314,622,1460,932,95247
8600000US95248,ZCTA5 95248,94,0,29,47,18,95248
8600000US95249,ZCTA5 95249,4058,630,1136,1888,404,95249
8600000US95251,ZCTA5 95251,590,0,126,361,103,95251
8600000US95252,ZCTA5 95252,13043,1376,4095,5973,1599,95252
8600000US95254,ZCTA5 95254,966,135,121,490,220,95254
8600000US95255,ZCTA5 95255,1116,74,463,485,94,95255
8600000US95257,ZCTA5 95257,354,61,108,161,24,95257
8600000US95258,ZCTA5 95258,2930,411,650,986,883,95258
8600000US95301,ZCTA5 95301,28199,6591,7296,10163,4149,95301
8600000US95303,ZCTA5 95303,847,233,187,244,183,95303
8600000US95304,ZCTA5 95304,11214,2647,3208,3597,1762,95304
8600000US95305,ZCTA5 95305,0,0,0,0,0,95305
8600000US95306,ZCTA5 95306,577,25,149,276,127,95306
8600000US95307,ZCTA5 95307,32086,8042,10868,10593,2583,95307
8600000US95310,ZCTA5 95310,1482,195,446,621,220,95310
8600000US95311,ZCTA5 95311,1703,147,545,764,247,95311
8600000US95312,ZCTA5 95312,170,37,37,65,31,95312
8600000US95313,ZCTA5 95313,977,227,263,370,117,95313
8600000US95314,ZCTA5 95314,95,0,9,86,0,95314
8600000US95315,ZCTA5 95315,10106,3803,2485,2993,825,95315
8600000US95316,ZCTA5 95316,5203,855,1748,1824,776,95316
8600000US95317,ZCTA5 95317,811,324,201,224,62,95317
8600000US95318,ZCTA5 95318,152,4,28,80,40,95318
8600000US95319,ZCTA5 95319,1460,459,435,504,62,95319
8600000US95320,ZCTA5 95320,9448,1289,2687,3846,1626,95320
8600000US95321,ZCTA5 95321,3200,270,866,1244,820,95321
8600000US95322,ZCTA5 95322,7496,1937,2372,2297,890,95322
8600000US95323,ZCTA5 95323,955,177,325,326,127,95323
8600000US95324,ZCTA5 95324,6103,1558,1955,1748,842,95324
8600000US95325,ZCTA5 95325,78,0,40,38,0,95325
8600000US95326,ZCTA5 95326,7348,1015,2034,2702,1597,95326
8600000US95327,ZCTA5 95327,7057,1417,2197,2830,613,95327
8600000US95328,ZCTA5 95328,2957,857,903,1018,179,95328
8600000US95329,ZCTA5 95329,2061,246,623,865,327,95329
8600000US95330,ZCTA5 95330,16446,2997,4745,5979,2725,95330
8600000US95333,ZCTA5 95333,1880,639,452,563,226,95333
8600000US95334,ZCTA5 95334,11790,4611,2392,3602,1185,95334
8600000US95335,ZCTA5 95335,153,0,102,51,0,95335
8600000US95336,ZCTA5 95336,35826,5902,12484,12758,4682,95336
8600000US95337,ZCTA5 95337,28463,4016,8515,10703,5229,95337
8600000US95338,ZCTA5 95338,8793,821,2095,3709,2168,95338
8600000US95340,ZCTA5 95340,27205,3823,5527,12302,5553,95340
8600000US95341,ZCTA5 95341,21083,7974,5257,6308,1544,95341
8600000US95345,ZCTA5 95345,654,3,177,341,133,95345
8600000US95346,ZCTA5 95346,1099,85,185,737,92,95346
8600000US95348,ZCTA5 95348,25224,4827,6275,10348,3774,95348
8600000US95350,ZCTA5 95350,41159,6332,12889,15358,6580,95350
8600000US95351,ZCTA5 95351,33286,11952,10354,8707,2273,95351
8600000US95354,ZCTA5 95354,18401,3834,5857,6103,2607,95354
8600000US95355,ZCTA5 95355,45777,4744,12766,18724,9543,95355
8600000US95356,ZCTA5 95356,24785,2655,6672,9450,6008,95356
8600000US95357,ZCTA5 95357,8683,1904,2362,3079,1338,95357
8600000US95358,ZCTA5 95358,22494,6188,7637,6381,2288,95358
8600000US95360,ZCTA5 95360,9353,1997,3190,3227,939,95360
8600000US95361,ZCTA5 95361,26065,3406,7822,9794,5043,95361
8600000US95363,ZCTA5 95363,19880,4774,7360,5813,1933,95363
8600000US95364,ZCTA5 95364,0,0,0,0,0,95364
8600000US95365,ZCTA5 95365,3278,1722,646,714,196,95365
8600000US95366,ZCTA5 95366,13290,1315,3811,5320,2844,95366
8600000US95367,ZCTA5 95367,17962,4357,5594,5607,2404,95367
8600000US95368,ZCTA5 95368,10201,1775,3493,3635,1298,95368
8600000US95369,ZCTA5 95369,781,233,151,227,170,95369
8600000US95370,ZCTA5 95370,23112,2013,6687,9557,4855,95370
8600000US95372,ZCTA5 95372,1493,40,608,592,253,95372
8600000US95374,ZCTA5 95374,1321,503,400,344,74,95374
8600000US95375,ZCTA5 95375,5,0,3,2,0,95375
8600000US95376,ZCTA5 95376,40096,6718,12574,14566,6238,95376
8600000US95377,ZCTA5 95377,23374,2280,4709,10121,6264,95377
8600000US95379,ZCTA5 95379,3126,229,1007,1293,597,95379
8600000US95380,ZCTA5 95380,30852,7273,9282,10093,4204,95380
8600000US95382,ZCTA5 95382,28976,3574,6326,10334,8742,95382
8600000US95383,ZCTA5 95383,3117,207,659,1290,961,95383
8600000US95385,ZCTA5 95385,340,71,125,144,0,95385
8600000US95386,ZCTA5 95386,7414,2089,2635,2101,589,95386
8600000US95387,ZCTA5 95387,401,177,137,87,0,95387
8600000US95388,ZCTA5 95388,9609,3873,2701,2310,725,95388
8600000US95389,ZCTA5 95389,1352,214,256,578,304,95389
8600000US95391,ZCTA5 95391,12383,907,2102,4306,5068,95391
8600000US95401,ZCTA5 95401,30786,4025,6667,12629,7465,95401
8600000US95403,ZCTA5 95403,35336,5225,7610,14114,8387,95403
8600000US95404,ZCTA5 95404,32325,2945,5390,10941,13049,95404
8600000US95405,ZCTA5 95405,17350,1314,2668,5665,7703,95405
8600000US95407,ZCTA5 95407,31151,8017,9441,9782,3911,95407
8600000US95409,ZCTA5 95409,22605,1381,3650,7886,9688,95409
8600000US95410,ZCTA5 95410,887,27,186,320,354,95410
8600000US95412,ZCTA5 95412,356,48,130,98,80,95412
8600000US95415,ZCTA5 95415,1116,245,264,440,167,95415
8600000US95417,ZCTA5 95417,318,43,142,75,58,95417
8600000US95420,ZCTA5 95420,384,45,83,120,136,95420
8600000US95421,ZCTA5 95421,1582,116,268,653,545,95421
8600000US95422,ZCTA5 95422,11579,2309,4296,4121,853,95422
8600000US95423,ZCTA5 95423,3170,439,1063,1177,491,95423
8600000US95425,ZCTA5 95425,8443,1225,1770,3093,2355,95425
8600000US95426,ZCTA5 95426,1210,91,262,659,198,95426
8600000US95427,ZCTA5 95427,208,52,7,130,19,95427
8600000US95428,ZCTA5 95428,1927,379,527,694,327,95428
8600000US95429,ZCTA5 95429,116,0,59,41,16,95429
8600000US95430,ZCTA5 95430,7,0,7,0,0,95430
8600000US95431,ZCTA5 95431,158,86,27,27,18,95431
8600000US95432,ZCTA5 95432,625,16,116,268,225,95432
8600000US95435,ZCTA5 95435,205,0,64,141,0,95435
8600000US95436,ZCTA5 95436,5251,230,1035,2011,1975,95436
8600000US95437,ZCTA5 95437,11776,1610,3259,4204,2703,95437
8600000US95439,ZCTA5 95439,523,140,163,84,136,95439
8600000US95441,ZCTA5 95441,1507,284,356,420,447,95441
8600000US95442,ZCTA5 95442,2569,20,136,970,1443,95442
8600000US95443,ZCTA5 95443,133,0,54,60,19,95443
8600000US95444,ZCTA5 95444,626,57,101,293,175,95444
8600000US95445,ZCTA5 95445,1941,201,197,888,655,95445
8600000US95446,ZCTA5 95446,4614,353,836,1758,1667,95446
8600000US95448,ZCTA5 95448,14770,1467,2745,4614,5944,95448
8600000US95449,ZCTA5 95449,1238,219,332,419,268,95449
8600000US95450,ZCTA5 95450,208,0,56,54,98,95450
8600000US95451,ZCTA5 95451,9262,1127,2656,3949,1530,95451
8600000US95452,ZCTA5 95452,843,0,234,111,498,95452
8600000US95453,ZCTA5 95453,9186,1219,2571,3460,1936,95453
8600000US95454,ZCTA5 95454,1800,198,528,689,385,95454
8600000US95456,ZCTA5 95456,741,21,125,368,227,95456
8600000US95457,ZCTA5 95457,2581,344,733,1252,252,95457
8600000US95458,ZCTA5 95458,2482,480,696,876,430,95458
8600000US95459,ZCTA5 95459,472,84,132,138,118,95459
8600000US95460,ZCTA5 95460,2265,85,327,793,1060,95460
8600000US95461,ZCTA5 95461,2111,382,547,866,316,95461
8600000US95462,ZCTA5 95462,949,87,205,370,287,95462
8600000US95463,ZCTA5 95463,136,20,0,18,98,95463
8600000US95464,ZCTA5 95464,1899,150,644,922,183,95464
8600000US95465,ZCTA5 95465,1908,124,347,549,888,95465
8600000US95466,ZCTA5 95466,761,117,195,254,195,95466
8600000US95467,ZCTA5 95467,4203,341,1124,1997,741,95467
8600000US95468,ZCTA5 95468,972,178,281,370,143,95468
8600000US95469,ZCTA5 95469,1470,98,395,570,407,95469
8600000US95470,ZCTA5 95470,4352,373,1465,1780,734,95470
8600000US95471,ZCTA5 95471,391,0,73,273,45,95471
8600000US95472,ZCTA5 95472,26420,1704,4488,8664,11564,95472
8600000US95476,ZCTA5 95476,30004,3495,5702,9881,10926,95476
8600000US95482,ZCTA5 95482,23868,3983,6279,8793,4813,95482
8600000US95485,ZCTA5 95485,2279,179,926,812,362,95485
8600000US95486,ZCTA5 95486,51,0,35,16,0,95486
8600000US95488,ZCTA5 95488,145,0,8,56,81,95488
8600000US95490,ZCTA5 95490,10174,1179,2938,4039,2018,95490
8600000US95492,ZCTA5 95492,22295,2731,4771,8402,6391,95492
8600000US95493,ZCTA5 95493,377,118,85,163,11,95493
8600000US95494,ZCTA5 95494,155,5,21,62,67,95494
8600000US95497,ZCTA5 95497,1028,58,51,223,696,95497
8600000US95501,ZCTA5 95501,19375,2010,4303,8083,4979,95501
8600000US95503,ZCTA5 95503,20297,2121,4701,8006,5469,95503
8600000US95511,ZCTA5 95511,232,12,74,129,17,95511
8600000US95514,ZCTA5 95514,105,0,44,59,2,95514
8600000US95519,ZCTA5 95519,15239,1028,3287,6345,4579,95519
8600000US95521,ZCTA5 95521,18611,1124,2381,8828,6278,95521
8600000US95524,ZCTA5 95524,1471,68,185,519,699,95524
8600000US95525,ZCTA5 95525,1266,77,294,515,380,95525
8600000US95526,ZCTA5 95526,186,12,69,86,19,95526
8600000US95527,ZCTA5 95527,473,37,219,97,120,95527
8600000US95528,ZCTA5 95528,1071,110,382,472,107,95528
8600000US95531,ZCTA5 95531,18490,3870,5932,6221,2467,95531
8600000US95536,ZCTA5 95536,2241,158,599,978,506,95536
8600000US95537,ZCTA5 95537,251,83,111,0,57,95537
8600000US95540,ZCTA5 95540,10822,1300,3077,4459,1986,95540
8600000US95542,ZCTA5 95542,1674,233,355,719,367,95542
8600000US95543,ZCTA5 95543,598,127,180,240,51,95543
8600000US95545,ZCTA5 95545,118,10,85,14,9,95545
8600000US95546,ZCTA5 95546,2435,265,834,992,344,95546
8600000US95547,ZCTA5 95547,890,36,236,464,154,95547
8600000US95548,ZCTA5 95548,1008,174,326,368,140,95548
8600000US95549,ZCTA5 95549,745,61,180,259,245,95549
8600000US95550,ZCTA5 95550,94,30,15,41,8,95550
8600000US95551,ZCTA5 95551,1100,62,276,414,348,95551
8600000US95552,ZCTA5 95552,621,41,275,233,72,95552
8600000US95553,ZCTA5 95553,681,68,263,264,86,95553
8600000US95554,ZCTA5 95554,452,96,228,126,2,95554
8600000US95555,ZCTA5 95555,350,72,93,156,29,95555
8600000US95556,ZCTA5 95556,398,39,177,95,87,95556
8600000US95558,ZCTA5 95558,339,20,97,124,98,95558
8600000US95559,ZCTA5 95559,70,14,14,21,21,95559
8600000US95560,ZCTA5 95560,1379,330,188,612,249,95560
8600000US95562,ZCTA5 95562,2428,248,791,1174,215,95562
8600000US95563,ZCTA5 95563,590,26,129,248,187,95563
8600000US95564,ZCTA5 95564,337,89,95,90,63,95564
8600000US95565,ZCTA5 95565,604,27,201,321,55,95565
8600000US95567,ZCTA5 95567,1479,178,522,491,288,95567
8600000US95568,ZCTA5 95568,257,29,65,111,52,95568
8600000US95569,ZCTA5 95569,371,89,97,143,42,95569
8600000US95570,ZCTA5 95570,1926,45,329,518,1034,95570
8600000US95571,ZCTA5 95571,238,0,112,70,56,95571
8600000US95573,ZCTA5 95573,1192,45,353,503,291,95573
8600000US95585,ZCTA5 95585,372,58,78,178,58,95585
8600000US95587,ZCTA5 95587,51,0,31,0,20,95587
8600000US95589,ZCTA5 95589,913,99,237,191,386,95589
8600000US95595,ZCTA5 95595,122,4,39,71,8,95595
8600000US95601,ZCTA5 95601,114,6,42,50,16,95601
8600000US95602,ZCTA5 95602,14915,693,3149,6196,4877,95602
8600000US95603,ZCTA5 95603,24009,1965,4978,9683,7383,95603
8600000US95604,ZCTA5 95604,85,0,12,0,73,95604
8600000US95605,ZCTA5 95605,10752,2466,3094,3614,1578,95605
8600000US95606,ZCTA5 95606,239,45,20,125,49,95606
8600000US95607,ZCTA5 95607,363,11,75,189,88,95607
8600000US95608,ZCTA5 95608,49864,3483,11544,18736,16101,95608
8600000US95610,ZCTA5 95610,36772,3662,9320,16460,7330,95610
8600000US95612,ZCTA5 95612,880,91,197,280,312,95612
8600000US95614,ZCTA5 95614,3568,64,846,1403,1255,95614
8600000US95615,ZCTA5 95615,514,111,171,106,126,95615
8600000US95616,ZCTA5 95616,46947,763,7026,19639,19519,95616
8600000US95618,ZCTA5 95618,21693,725,2132,6531,12305,95618
8600000US95619,ZCTA5 95619,4450,377,1383,1805,885,95619
8600000US95620,ZCTA5 95620,16354,3083,4544,5857,2870,95620
8600000US95621,ZCTA5 95621,33001,3129,9096,14736,6040,95621
8600000US95623,ZCTA5 95623,3212,118,818,1621,655,95623
8600000US95624,ZCTA5 95624,49460,5263,10433,19833,13931,95624
8600000US95625,ZCTA5 95625,74,0,23,51,0,95625
8600000US95626,ZCTA5 95626,4655,553,1596,1769,737,95626
8600000US95627,ZCTA5 95627,2606,467,659,975,505,95627
8600000US95628,ZCTA5 95628,33130,1928,5118,13168,12916,95628
8600000US95629,ZCTA5 95629,808,18,152,436,202,95629
8600000US95630,ZCTA5 95630,59244,3767,8776,18053,28648,95630
8600000US95631,ZCTA5 95631,5530,404,1743,2567,816,95631
8600000US95632,ZCTA5 95632,23899,4242,6766,8931,3960,95632
8600000US95633,ZCTA5 95633,2923,215,811,1310,587,95633
8600000US95634,ZCTA5 95634,2873,227,938,1301,407,95634
8600000US95635,ZCTA5 95635,977,137,422,345,73,95635
8600000US95636,ZCTA5 95636,984,18,118,607,241,95636
8600000US95637,ZCTA5 95637,206,44,44,73,45,95637
8600000US95638,ZCTA5 95638,1724,181,386,706,451,95638
8600000US95639,ZCTA5 95639,253,42,87,115,9,95639
8600000US95640,ZCTA5 95640,10052,1762,2894,4272,1124,95640
8600000US95641,ZCTA5 95641,1296,223,341,538,194,95641
8600000US95642,ZCTA5 95642,5987,495,1818,2354,1320,95642
8600000US95645,ZCTA5 95645,1387,606,318,299,164,95645
8600000US95646,ZCTA5 95646,72,13,26,5,28,95646
8600000US95648,ZCTA5 95648,41159,2867,9297,16400,12595,95648
8600000US95650,ZCTA5 95650,11567,647,2187,4570,4163,95650
8600000US95651,ZCTA5 95651,521,2,69,244,206,95651
8600000US95652,ZCTA5 95652,525,118,102,208,97,95652
8600000US95653,ZCTA5 95653,473,211,171,89,2,95653
8600000US95655,ZCTA5 95655,3108,193,557,1363,995,95655
8600000US95658,ZCTA5 95658,5482,135,947,2022,2378,95658
8600000US95659,ZCTA5 95659,748,135,203,297,113,95659
8600000US95660,ZCTA5 95660,25311,4471,9603,8822,2415,95660
8600000US95661,ZCTA5 95661,24706,1464,4743,8965,9534,95661
8600000US95662,ZCTA5 95662,25413,1706,6219,10366,7122,95662
8600000US95663,ZCTA5 95663,1920,138,344,740,698,95663
8600000US95664,ZCTA5 95664,1311,37,388,696,190,95664
8600000US95665,ZCTA5 95665,3617,223,1045,1573,776,95665
8600000US95666,ZCTA5 95666,4503,379,1246,2059,819,95666
8600000US95667,ZCTA5 95667,30205,2504,7833,11645,8223,95667
8600000US95668,ZCTA5 95668,508,62,125,234,87,95668
8600000US95669,ZCTA5 95669,1860,241,500,732,387,95669
8600000US95670,ZCTA5 95670,43127,4253,10424,16002,12448,95670
8600000US95672,ZCTA5 95672,4319,262,1038,1780,1239,95672
8600000US95673,ZCTA5 95673,12339,1518,5201,4088,1532,95673
8600000US95674,ZCTA5 95674,598,77,149,252,120,95674
8600000US95675,ZCTA5 95675,545,139,140,266,0,95675
8600000US95677,ZCTA5 95677,19665,1134,3854,7664,7013,95677
8600000US95678,ZCTA5 95678,32678,2350,6561,13056,10711,95678
8600000US95679,ZCTA5 95679,39,0,10,0,29,95679
8600000US95680,ZCTA5 95680,10,0,0,0,10,95680
8600000US95681,ZCTA5 95681,892,137,347,196,212,95681
8600000US95682,ZCTA5 95682,24319,1737,5212,10176,7194,95682
8600000US95683,ZCTA5 95683,5154,190,608,1958,2398,95683
8600000US95684,ZCTA5 95684,2737,158,890,1131,558,95684
8600000US95685,ZCTA5 95685,3731,234,1041,1553,903,95685
8600000US95686,ZCTA5 95686,830,271,349,182,28,95686
8600000US95687,ZCTA5 95687,54092,6207,14380,22872,10633,95687
8600000US95688,ZCTA5 95688,28563,2928,6793,11371,7471,95688
8600000US95689,ZCTA5 95689,1437,94,363,702,278,95689
8600000US95690,ZCTA5 95690,1676,516,386,382,392,95690
8600000US95691,ZCTA5 95691,28556,3578,6159,9815,9004,95691
8600000US95692,ZCTA5 95692,4199,475,1024,1912,788,95692
8600000US95693,ZCTA5 95693,5590,493,1324,2298,1475,95693
8600000US95694,ZCTA5 95694,7770,1445,1669,2622,2034,95694
8600000US95695,ZCTA5 95695,31454,5374,8533,9742,7805,95695
8600000US95697,ZCTA5 95697,169,56,50,44,19,95697
8600000US95698,ZCTA5 95698,148,45,47,38,18,95698
8600000US95699,ZCTA5 95699,21,0,0,0,21,95699
8600000US95701,ZCTA5 95701,790,22,160,355,253,95701
8600000US95703,ZCTA5 95703,794,71,192,348,183,95703
8600000US95709,ZCTA5 95709,4367,311,1195,1614,1247,95709
8600000US95713,ZCTA5 95713,8656,399,2432,3724,2101,95713
8600000US95714,ZCTA5 95714,450,32,73,215,130,95714
8600000US95715,ZCTA5 95715,71,16,7,17,31,95715
8600000US95717,ZCTA5 95717,156,19,24,91,22,95717
8600000US95720,ZCTA5 95720,79,5,17,38,19,95720
8600000US95721,ZCTA5 95721,0,0,0,0,0,95721
8600000US95722,ZCTA5 95722,4289,217,825,1715,1532,95722
8600000US95724,ZCTA5 95724,17,0,12,0,5,95724
8600000US95726,ZCTA5 95726,6914,456,1978,2526,1954,95726
8600000US95728,ZCTA5 95728,189,18,37,65,69,95728
8600000US95735,ZCTA5 95735,9,2,3,2,2,95735
8600000US95736,ZCTA5 95736,289,0,92,151,46,95736
8600000US95742,ZCTA5 95742,8686,391,1523,3223,3549,95742
8600000US95746,ZCTA5 95746,18084,703,2271,5590,9520,95746
8600000US95747,ZCTA5 95747,49847,2703,8189,18097,20858,95747
8600000US95757,ZCTA5 95757,36313,3740,5761,13035,13777,95757
8600000US95758,ZCTA5 95758,49463,5244,9481,18101,16637,95758
8600000US95762,ZCTA5 95762,31845,1301,4291,9545,16708,95762
8600000US95765,ZCTA5 95765,28353,923,3991,10420,13019,95765
8600000US95776,ZCTA5 95776,17839,3177,3948,6008,4706,95776
8600000US95811,ZCTA5 95811,5625,517,718,1427,2963,95811
8600000US95814,ZCTA5 95814,11139,1480,1827,3410,4422,95814
8600000US95815,ZCTA5 95815,18738,4486,5649,6069,2534,95815
8600000US95816,ZCTA5 95816,15689,735,1327,3835,9792,95816
8600000US95817,ZCTA5 95817,11732,1668,1876,4000,4188,95817
8600000US95818,ZCTA5 95818,17114,1095,1733,4787,9499,95818
8600000US95819,ZCTA5 95819,16131,297,2000,5268,8566,95819
8600000US95820,ZCTA5 95820,28109,5506,7514,10194,4895,95820
8600000US95821,ZCTA5 95821,26842,3097,7475,9554,6716,95821
8600000US95822,ZCTA5 95822,33816,5614,8722,11888,7592,95822
8600000US95823,ZCTA5 95823,56081,12379,16505,20324,6873,95823
8600000US95824,ZCTA5 95824,21642,7346,6571,6221,1504,95824
8600000US95825,ZCTA5 95825,29431,3813,6827,9991,8800,95825
8600000US95826,ZCTA5 95826,31584,2562,6406,13240,9376,95826
8600000US95827,ZCTA5 95827,16092,2116,4391,6214,3371,95827
8600000US95828,ZCTA5 95828,44153,9953,12045,15725,6430,95828
8600000US95829,ZCTA5 95829,20780,2302,4721,8212,5545,95829
8600000US95830,ZCTA5 95830,662,42,165,215,240,95830
8600000US95831,ZCTA5 95831,35243,2463,5216,11773,15791,95831
8600000US95832,ZCTA5 95832,8530,2145,3035,2556,794,95832
8600000US95833,ZCTA5 95833,30178,3656,7579,10376,8567,95833
8600000US95834,ZCTA5 95834,21970,2544,5297,7338,6791,95834
8600000US95835,ZCTA5 95835,29948,2245,4964,9293,13446,95835
8600000US95837,ZCTA5 95837,265,13,48,48,156,95837
8600000US95838,ZCTA5 95838,27597,6344,9980,8367,2906,95838
8600000US95841,ZCTA5 95841,16562,1413,5153,6387,3609,95841
8600000US95842,ZCTA5 95842,24538,3255,8706,9148,3429,95842
8600000US95843,ZCTA5 95843,33666,2523,10533,13011,7599,95843
8600000US95864,ZCTA5 95864,18364,797,2611,5443,9513,95864
8600000US95901,ZCTA5 95901,24348,3834,5815,11084,3615,95901
8600000US95903,ZCTA5 95903,1264,35,287,735,207,95903
8600000US95910,ZCTA5 95910,123,0,62,61,0,95910
8600000US95912,ZCTA5 95912,3876,1377,831,1222,446,95912
8600000US95914,ZCTA5 95914,556,105,198,153,100,95914
8600000US95915,ZCTA5 95915,0,0,0,0,0,95915
8600000US95916,ZCTA5 95916,1186,205,397,475,109,95916
8600000US95917,ZCTA5 95917,2805,681,844,951,329,95917
8600000US95918,ZCTA5 95918,2230,194,595,818,623,95918
8600000US95919,ZCTA5 95919,784,104,217,355,108,95919
8600000US95920,ZCTA5 95920,260,97,68,73,22,95920
8600000US95922,ZCTA5 95922,598,39,139,292,128,95922
8600000US95923,ZCTA5 95923,28,3,7,14,4,95923
8600000US95925,ZCTA5 95925,244,9,109,51,75,95925
8600000US95926,ZCTA5 95926,32670,1867,6640,14710,9453,95926
8600000US95928,ZCTA5 95928,31334,2437,5646,12999,10252,95928
8600000US95930,ZCTA5 95930,72,20,16,36,0,95930
8600000US95932,ZCTA5 95932,5683,1128,1510,2080,965,95932
8600000US95934,ZCTA5 95934,146,0,86,27,33,95934
8600000US95935,ZCTA5 95935,206,39,100,52,15,95935
8600000US95936,ZCTA5 95936,125,12,23,53,37,95936
8600000US95937,ZCTA5 95937,1099,257,267,353,222,95937
8600000US95938,ZCTA5 95938,3270,257,409,1519,1085,95938
8600000US95939,ZCTA5 95939,490,104,225,137,24,95939
8600000US95941,ZCTA5 95941,615,176,158,148,133,95941
8600000US95942,ZCTA5 95942,913,135,84,453,241,95942
8600000US95943,ZCTA5 95943,635,117,176,256,86,95943
8600000US95944,ZCTA5 95944,26,0,12,14,0,95944
8600000US95945,ZCTA5 95945,21082,1555,5124,8362,6041,95945
8600000US95946,ZCTA5 95946,7763,461,1286,3600,2416,95946
8600000US95947,ZCTA5 95947,1448,96,514,581,257,95947
8600000US95948,ZCTA5 95948,8488,1640,2026,3621,1201,95948
8600000US95949,ZCTA5 95949,17466,1089,3932,7320,5125,95949
8600000US95950,ZCTA5 95950,216,48,71,76,21,95950
8600000US95951,ZCTA5 95951,1814,862,388,387,177,95951
8600000US95953,ZCTA5 95953,7650,1995,1867,2814,974,95953
8600000US95954,ZCTA5 95954,10395,807,2806,4934,1848,95954
8600000US95955,ZCTA5 95955,1036,264,334,308,130,95955
8600000US95956,ZCTA5 95956,309,0,43,209,57,95956
8600000US95957,ZCTA5 95957,629,98,185,230,116,95957
8600000US95959,ZCTA5 95959,15664,844,2616,5681,6523,95959
8600000US95960,ZCTA5 95960,604,81,234,135,154,95960
8600000US95961,ZCTA5 95961,19688,4346,4771,8108,2463,95961
8600000US95962,ZCTA5 95962,1050,113,192,194,551,95962
8600000US95963,ZCTA5 95963,11309,2461,3329,3867,1652,95963
8600000US95965,ZCTA5 95965,15889,2567,4683,6400,2239,95965
8600000US95966,ZCTA5 95966,23831,3561,7541,9876,2853,95966
8600000US95968,ZCTA5 95968,930,300,286,288,56,95968
8600000US95969,ZCTA5 95969,19153,1523,5291,8464,3875,95969
8600000US95970,ZCTA5 95970,494,82,185,161,66,95970
8600000US95971,ZCTA5 95971,4926,350,1332,2239,1005,95971
8600000US95973,ZCTA5 95973,28401,2478,5303,10906,9714,95973
8600000US95974,ZCTA5 95974,31,0,15,16,0,95974
8600000US95975,ZCTA5 95975,1552,128,415,805,204,95975
8600000US95977,ZCTA5 95977,1197,69,375,521,232,95977
8600000US95978,ZCTA5 95978,138,23,79,22,14,95978
8600000US95979,ZCTA5 95979,385,93,124,109,59,95979
8600000US95981,ZCTA5 95981,23,0,13,0,10,95981
8600000US95982,ZCTA5 95982,2409,231,831,1036,311,95982
8600000US95983,ZCTA5 95983,279,17,54,157,51,95983
8600000US95984,ZCTA5 95984,287,0,127,108,52,95984
8600000US95986,ZCTA5 95986,56,0,12,28,16,95986
8600000US95987,ZCTA5 95987,4129,1330,1217,1139,443,95987
8600000US95988,ZCTA5 95988,6194,1274,1712,2411,797,95988
8600000US95991,ZCTA5 95991,29720,7105,7433,10969,4213,95991
8600000US95993,ZCTA5 95993,28236,5299,6424,10688,5825,95993
8600000US96001,ZCTA5 96001,27115,2199,6209,11575,7132,96001
8600000US96002,ZCTA5 96002,25817,2141,7272,11274,5130,96002
8600000US96003,ZCTA5 96003,35428,2914,8301,15929,8284,96003
8600000US96006,ZCTA5 96006,339,33,115,122,69,96006
8600000US96007,ZCTA5 96007,18119,2330,5644,7675,2470,96007
8600000US96008,ZCTA5 96008,1035,91,188,453,303,96008
8600000US96009,ZCTA5 96009,277,3,116,150,8,96009
8600000US96010,ZCTA5 96010,122,14,68,40,0,96010
8600000US96011,ZCTA5 96011,157,30,43,59,25,96011
8600000US96013,ZCTA5 96013,3528,616,1141,1295,476,96013
8600000US96014,ZCTA5 96014,135,18,23,86,8,96014
8600000US96015,ZCTA5 96015,295,53,7,93,142,96015
8600000US96016,ZCTA5 96016,350,0,75,216,59,96016
8600000US96017,ZCTA5 96017,129,0,20,73,36,96017
8600000US96019,ZCTA5 96019,7711,774,2424,3429,1084,96019
8600000US96020,ZCTA5 96020,2080,147,626,936,371,96020
8600000US96021,ZCTA5 96021,11985,2796,3878,4110,1201,96021
8600000US96022,ZCTA5 96022,12419,1563,3169,5339,2348,96022
8600000US96023,ZCTA5 96023,910,213,350,312,35,96023
8600000US96024,ZCTA5 96024,697,69,242,271,115,96024
8600000US96025,ZCTA5 96025,1731,109,541,737,344,96025
8600000US96027,ZCTA5 96027,1851,90,566,728,467,96027
8600000US96028,ZCTA5 96028,1137,81,445,493,118,96028
8600000US96029,ZCTA5 96029,126,13,62,39,12,96029
8600000US96031,ZCTA5 96031,102,8,40,30,24,96031
8600000US96032,ZCTA5 96032,1990,247,628,702,413,96032
8600000US96033,ZCTA5 96033,413,47,143,149,74,96033
